Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Madagascar,MDG,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4773532345152
Madagascar,MDG,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4343639302542
Madagascar,MDG,2018,Arable land (% of land area),AG.LND.ARBL.ZS,5.15641113784806
Madagascar,MDG,2017,Arable land (% of land area),AG.LND.ARBL.ZS,5.15641113784806
Madagascar,MDG,2016,Arable land (% of land area),AG.LND.ARBL.ZS,5.15641113784806
Madagascar,MDG,2015,Arable land (% of land area),AG.LND.ARBL.ZS,5.15641113784806
Madagascar,MDG,2014,Arable land (% of land area),AG.LND.ARBL.ZS,5.15641113784806
Madagascar,MDG,2013,Arable land (% of land area),AG.LND.ARBL.ZS,5.15641113784806
Madagascar,MDG,2012,Arable land (% of land area),AG.LND.ARBL.ZS,5.15645545252194
Madagascar,MDG,2011,Arable land (% of land area),AG.LND.ARBL.ZS,5.15645545252194
Madagascar,MDG,2010,Arable land (% of land area),AG.LND.ARBL.ZS,5.15871651133198
Madagascar,MDG,2009,Arable land (% of land area),AG.LND.ARBL.ZS,5.15871651133198
Madagascar,MDG,2008,Arable land (% of land area),AG.LND.ARBL.ZS,5.15871651133198
Madagascar,MDG,2007,Arable land (% of land area),AG.LND.ARBL.ZS,5.15871651133198
Madagascar,MDG,2006,Arable land (% of land area),AG.LND.ARBL.ZS,5.15871651133198
Madagascar,MDG,2005,Arable land (% of land area),AG.LND.ARBL.ZS,5.15871651133198
Madagascar,MDG,2004,Arable land (% of land area),AG.LND.ARBL.ZS,5.07273790280978
Madagascar,MDG,2003,Arable land (% of land area),AG.LND.ARBL.ZS,5.07273790280978
Madagascar,MDG,2002,Arable land (% of land area),AG.LND.ARBL.ZS,5.07273790280978
Madagascar,MDG,2001,Arable land (% of land area),AG.LND.ARBL.ZS,5.07273790280978
Madagascar,MDG,2000,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1999,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1998,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1997,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1996,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1995,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1994,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1993,Arable land (% of land area),AG.LND.ARBL.ZS,4.98675929428758
Madagascar,MDG,1992,Arable land (% of land area),AG.LND.ARBL.ZS,4.7804106338343
Madagascar,MDG,1991,Arable land (% of land area),AG.LND.ARBL.ZS,4.72882346872098
Madagascar,MDG,1990,Arable land (% of land area),AG.LND.ARBL.ZS,4.67723630360766
Madagascar,MDG,1989,Arable land (% of land area),AG.LND.ARBL.ZS,4.66004058190322
Madagascar,MDG,1988,Arable land (% of land area),AG.LND.ARBL.ZS,4.64284486019878
Madagascar,MDG,1987,Arable land (% of land area),AG.LND.ARBL.ZS,4.6084534167899
Madagascar,MDG,1986,Arable land (% of land area),AG.LND.ARBL.ZS,4.59125769508546
Madagascar,MDG,1985,Arable land (% of land area),AG.LND.ARBL.ZS,4.55686625167658
Madagascar,MDG,1984,Arable land (% of land area),AG.LND.ARBL.ZS,4.50527908656326
Madagascar,MDG,1983,Arable land (% of land area),AG.LND.ARBL.ZS,4.47088764315438
Madagascar,MDG,1982,Arable land (% of land area),AG.LND.ARBL.ZS,4.41930047804106
Madagascar,MDG,1981,Arable land (% of land area),AG.LND.ARBL.ZS,4.40210475633662
Madagascar,MDG,1980,Arable land (% of land area),AG.LND.ARBL.ZS,4.36771331292774
Madagascar,MDG,1979,Arable land (% of land area),AG.LND.ARBL.ZS,4.33332186951886
Madagascar,MDG,1978,Arable land (% of land area),AG.LND.ARBL.ZS,4.29893042610998
Madagascar,MDG,1977,Arable land (% of land area),AG.LND.ARBL.ZS,4.20091481239468
Madagascar,MDG,1976,Arable land (% of land area),AG.LND.ARBL.ZS,3.9361006981463
Madagascar,MDG,1975,Arable land (% of land area),AG.LND.ARBL.ZS,3.94813770333941
Madagascar,MDG,1974,Arable land (% of land area),AG.LND.ARBL.ZS,3.65237129002304
Madagascar,MDG,1973,Arable land (% of land area),AG.LND.ARBL.ZS,3.61110155793239
Madagascar,MDG,1972,Arable land (% of land area),AG.LND.ARBL.ZS,3.59390583622795
Madagascar,MDG,1971,Arable land (% of land area),AG.LND.ARBL.ZS,3.55951439281907
Madagascar,MDG,1970,Arable land (% of land area),AG.LND.ARBL.ZS,3.54231867111463
Madagascar,MDG,1969,Arable land (% of land area),AG.LND.ARBL.ZS,3.52512294941019
Madagascar,MDG,1968,Arable land (% of land area),AG.LND.ARBL.ZS,3.49073150600131
Madagascar,MDG,1967,Arable land (% of land area),AG.LND.ARBL.ZS,3.46493792344465
Madagascar,MDG,1966,Arable land (% of land area),AG.LND.ARBL.ZS,3.43914434088799
Madagascar,MDG,1965,Arable land (% of land area),AG.LND.ARBL.ZS,3.41335075833133
Madagascar,MDG,1964,Arable land (% of land area),AG.LND.ARBL.ZS,3.38755717577467
Madagascar,MDG,1963,Arable land (% of land area),AG.LND.ARBL.ZS,3.36176359321801
Madagascar,MDG,1962,Arable land (% of land area),AG.LND.ARBL.ZS,3.33597001066135
Madagascar,MDG,1961,Arable land (% of land area),AG.LND.ARBL.ZS,3.31017642810469
Madagascar,MDG,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,4316.950684
Madagascar,MDG,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,4316.950684
Madagascar,MDG,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,4316.950684
Madagascar,MDG,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.731555928
Madagascar,MDG,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.731555928
Madagascar,MDG,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.731555928
Madagascar,MDG,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,100.2356567
Madagascar,MDG,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,100.2356567
Madagascar,MDG,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,100.2356567
Madagascar,MDG,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.016986061
Madagascar,MDG,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.016986061
Madagascar,MDG,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.016986061
Madagascar,MDG,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.748541989
Madagascar,MDG,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.748541989
Madagascar,MDG,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.748541989
Madagascar,MDG,2020,Forest area (sq. km),AG.LND.FRST.K2,124298.1
Madagascar,MDG,2019,Forest area (sq. km),AG.LND.FRST.K2,124430.3
Madagascar,MDG,2018,Forest area (sq. km),AG.LND.FRST.K2,124562.4
Madagascar,MDG,2017,Forest area (sq. km),AG.LND.FRST.K2,124694.6
Madagascar,MDG,2016,Forest area (sq. km),AG.LND.FRST.K2,124826.8
Madagascar,MDG,2015,Forest area (sq. km),AG.LND.FRST.K2,124958.9
Madagascar,MDG,2014,Forest area (sq. km),AG.LND.FRST.K2,125091.08
Madagascar,MDG,2013,Forest area (sq. km),AG.LND.FRST.K2,125223.26
Madagascar,MDG,2012,Forest area (sq. km),AG.LND.FRST.K2,125355.44
Madagascar,MDG,2011,Forest area (sq. km),AG.LND.FRST.K2,125487.62
Madagascar,MDG,2010,Forest area (sq. km),AG.LND.FRST.K2,125619.8
Madagascar,MDG,2009,Forest area (sq. km),AG.LND.FRST.K2,126088.49
Madagascar,MDG,2008,Forest area (sq. km),AG.LND.FRST.K2,126557.18
Madagascar,MDG,2007,Forest area (sq. km),AG.LND.FRST.K2,127025.87
Madagascar,MDG,2006,Forest area (sq. km),AG.LND.FRST.K2,127494.56
Madagascar,MDG,2005,Forest area (sq. km),AG.LND.FRST.K2,127963.25
Madagascar,MDG,2004,Forest area (sq. km),AG.LND.FRST.K2,128431.94
Madagascar,MDG,2003,Forest area (sq. km),AG.LND.FRST.K2,128900.63
Madagascar,MDG,2002,Forest area (sq. km),AG.LND.FRST.K2,129369.32
Madagascar,MDG,2001,Forest area (sq. km),AG.LND.FRST.K2,129838.01
Madagascar,MDG,2000,Forest area (sq. km),AG.LND.FRST.K2,130306.7
Madagascar,MDG,1999,Forest area (sq. km),AG.LND.FRST.K2,130969.48
Madagascar,MDG,1998,Forest area (sq. km),AG.LND.FRST.K2,131632.26
Madagascar,MDG,1997,Forest area (sq. km),AG.LND.FRST.K2,132295.04
Madagascar,MDG,1996,Forest area (sq. km),AG.LND.FRST.K2,132957.82
Madagascar,MDG,1995,Forest area (sq. km),AG.LND.FRST.K2,133620.6
Madagascar,MDG,1994,Forest area (sq. km),AG.LND.FRST.K2,134283.38
Madagascar,MDG,1993,Forest area (sq. km),AG.LND.FRST.K2,134946.16
Madagascar,MDG,1992,Forest area (sq. km),AG.LND.FRST.K2,135608.94
Madagascar,MDG,1991,Forest area (sq. km),AG.LND.FRST.K2,136271.72
Madagascar,MDG,1990,Forest area (sq. km),AG.LND.FRST.K2,136934.5
Madagascar,MDG,2020,Forest area (% of land area),AG.LND.FRST.ZS,21.3644035751117
Madagascar,MDG,2019,Forest area (% of land area),AG.LND.FRST.ZS,21.3871261601925
Madagascar,MDG,2018,Forest area (% of land area),AG.LND.FRST.ZS,21.4098315572362
Madagascar,MDG,2017,Forest area (% of land area),AG.LND.FRST.ZS,21.4325541423169
Madagascar,MDG,2016,Forest area (% of land area),AG.LND.FRST.ZS,21.4552767273977
Madagascar,MDG,2015,Forest area (% of land area),AG.LND.FRST.ZS,21.4779821244414
Madagascar,MDG,2014,Forest area (% of land area),AG.LND.FRST.ZS,21.5007012719147
Madagascar,MDG,2013,Forest area (% of land area),AG.LND.FRST.ZS,21.5234204193881
Madagascar,MDG,2012,Forest area (% of land area),AG.LND.FRST.ZS,21.5463247363762
Madagascar,MDG,2011,Forest area (% of land area),AG.LND.FRST.ZS,21.5690440791
Madagascar,MDG,2010,Forest area (% of land area),AG.LND.FRST.ZS,21.601231213674
Madagascar,MDG,2009,Forest area (% of land area),AG.LND.FRST.ZS,21.6818258417306
Madagascar,MDG,2008,Forest area (% of land area),AG.LND.FRST.ZS,21.7624204697871
Madagascar,MDG,2007,Forest area (% of land area),AG.LND.FRST.ZS,21.8430150978437
Madagascar,MDG,2006,Forest area (% of land area),AG.LND.FRST.ZS,21.9236097259002
Madagascar,MDG,2005,Forest area (% of land area),AG.LND.FRST.ZS,22.0042043539567
Madagascar,MDG,2004,Forest area (% of land area),AG.LND.FRST.ZS,22.0847989820133
Madagascar,MDG,2003,Forest area (% of land area),AG.LND.FRST.ZS,22.1653936100698
Madagascar,MDG,2002,Forest area (% of land area),AG.LND.FRST.ZS,22.2459882381264
Madagascar,MDG,2001,Forest area (% of land area),AG.LND.FRST.ZS,22.3265828661829
Madagascar,MDG,2000,Forest area (% of land area),AG.LND.FRST.ZS,22.4071774942394
Madagascar,MDG,1999,Forest area (% of land area),AG.LND.FRST.ZS,22.5211472985521
Madagascar,MDG,1998,Forest area (% of land area),AG.LND.FRST.ZS,22.6351171028648
Madagascar,MDG,1997,Forest area (% of land area),AG.LND.FRST.ZS,22.7490869071775
Madagascar,MDG,1996,Forest area (% of land area),AG.LND.FRST.ZS,22.8630567114902
Madagascar,MDG,1995,Forest area (% of land area),AG.LND.FRST.ZS,22.9770265158029
Madagascar,MDG,1994,Forest area (% of land area),AG.LND.FRST.ZS,23.0909963201156
Madagascar,MDG,1993,Forest area (% of land area),AG.LND.FRST.ZS,23.2049661244282
Madagascar,MDG,1992,Forest area (% of land area),AG.LND.FRST.ZS,23.3189359287409
Madagascar,MDG,1991,Forest area (% of land area),AG.LND.FRST.ZS,23.4329057330536
Madagascar,MDG,1990,Forest area (% of land area),AG.LND.FRST.ZS,23.5468755373663
Madagascar,MDG,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1513
Madagascar,MDG,2020,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2019,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2018,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2017,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2016,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2015,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2014,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2013,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,2012,Land area (sq. km),AG.LND.TOTL.K2,581795
Madagascar,MDG,2011,Land area (sq. km),AG.LND.TOTL.K2,581795
Madagascar,MDG,2010,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2009,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2008,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2007,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2006,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2005,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2004,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2003,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2002,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2001,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2000,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1999,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1998,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1997,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1996,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1995,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1994,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1993,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1992,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1991,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1990,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1989,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1988,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1987,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1986,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1985,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1984,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1983,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1982,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1981,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1980,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1979,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1978,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1977,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1976,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1975,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1974,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1973,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1972,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1971,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1970,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1969,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1968,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1967,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1966,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1965,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1964,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1963,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1962,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,1961,Land area (sq. km),AG.LND.TOTL.K2,581540
Madagascar,MDG,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,587832.9375
Madagascar,MDG,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,587832.9375
Madagascar,MDG,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,587832.9375
Madagascar,MDG,2010,Urban land area (sq. km),AG.LND.TOTL.UR.K2,2272.414795
Madagascar,MDG,2000,Urban land area (sq. km),AG.LND.TOTL.UR.K2,2272.414795
Madagascar,MDG,1990,Urban land area (sq. km),AG.LND.TOTL.UR.K2,2272.414795
Madagascar,MDG,2018,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2017,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2016,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2015,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2014,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2013,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2012,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2011,Surface area (sq. km),AG.SRF.TOTL.K2,587295
Madagascar,MDG,2010,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2009,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2008,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2007,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2006,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2005,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2004,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2003,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2002,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2001,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,2000,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1999,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1998,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1997,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1996,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1995,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1994,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1993,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1992,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1991,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1990,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1989,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1988,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1987,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1986,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1985,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1984,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1983,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1982,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1981,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1980,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1979,Surface area (sq. km),AG.SRF.TOTL.K2,587040
Madagascar,MDG,1978,Surface area (sq. km),AG.SRF.TOTL.K2,587040
